Calculation1,City,County/State/Country,Measure Names,School,Measure Values
AFFILIATED HS GUANGZHOU UNIV694492,"n/a ","CHINA, PEOPLES REPUBLIC",Enrl GPA,AFFILIATED HS GUANGZHOU UNIV,7.769588235
AFFILIATED HS GUANGZHOU UNIV694492,"n/a ","CHINA, PEOPLES REPUBLIC",Adm GPA,AFFILIATED HS GUANGZHOU UNIV,15.292054598
AFFILIATED HS GUANGZHOU UNIV694492,"n/a ","CHINA, PEOPLES REPUBLIC",App GPA,AFFILIATED HS GUANGZHOU UNIV,15.160226244
AFFILIATED HS HANGZHOU NORMAL694491,"n/a ","CHINA, PEOPLES REPUBLIC",Enrl GPA,AFFILIATED HS HANGZHOU NORMAL,3.708571429
AFFILIATED HS HANGZHOU NORMAL694491,"n/a ","CHINA, PEOPLES REPUBLIC",Adm GPA,AFFILIATED HS HANGZHOU NORMAL,11.226
AFFILIATED HS HANGZHOU NORMAL694491,"n/a ","CHINA, PEOPLES REPUBLIC",App GPA,AFFILIATED HS HANGZHOU NORMAL,10.877914980
AFFILIATED HS S CHINA NORMAL694293,"n/a ","CHINA, PEOPLES REPUBLIC",Enrl GPA,AFFILIATED HS S CHINA NORMAL,22.940604396
AFFILIATED HS S CHINA NORMAL694293,"n/a ","CHINA, PEOPLES REPUBLIC",Adm GPA,AFFILIATED HS S CHINA NORMAL,22.787579079
AFFILIATED HS S CHINA NORMAL694293,"n/a ","CHINA, PEOPLES REPUBLIC",App GPA,AFFILIATED HS S CHINA NORMAL,22.074061527
AFFILIATED HS SHANXI UNIVRSITY694346,"n/a ","CHINA, PEOPLES REPUBLIC",Enrl GPA,AFFILIATED HS SHANXI UNIVRSITY,
AFFILIATED HS SHANXI UNIVRSITY694346,"n/a ","CHINA, PEOPLES REPUBLIC",Adm GPA,AFFILIATED HS SHANXI UNIVRSITY,7.89275
AFFILIATED HS SHANXI UNIVRSITY694346,"n/a ","CHINA, PEOPLES REPUBLIC",App GPA,AFFILIATED HS SHANXI UNIVRSITY,15.5125
AFFILIATED MIDDLE SCH JILIN U694379,"n/a ","CHINA, PEOPLES REPUBLIC",Enrl GPA,AFFILIATED MIDDLE SCH JILIN U,3.99
AFFILIATED MIDDLE SCH JILIN U694379,"n/a ","CHINA, PEOPLES REPUBLIC",Adm GPA,AFFILIATED MIDDLE SCH JILIN U,11.8285
AFFILIATED MIDDLE SCH JILIN U694379,"n/a ","CHINA, PEOPLES REPUBLIC",App GPA,AFFILIATED MIDDLE SCH JILIN U,15.848
AFRICAN LEADERSHIP ACADEMY640200,"n/a ",SOUTH AFRICA,Enrl GPA,AFRICAN LEADERSHIP ACADEMY,
AFRICAN LEADERSHIP ACADEMY640200,"n/a ",SOUTH AFRICA,Adm GPA,AFRICAN LEADERSHIP ACADEMY,
AFRICAN LEADERSHIP ACADEMY640200,"n/a ",SOUTH AFRICA,App GPA,AFRICAN LEADERSHIP ACADEMY,3.428
AG WEST BLACK HILLS480826,Olympia,Washington,Enrl GPA,AG WEST BLACK HILLS,
AG WEST BLACK HILLS480826,Olympia,Washington,Adm GPA,AG WEST BLACK HILLS,
AG WEST BLACK HILLS480826,Olympia,Washington,App GPA,AG WEST BLACK HILLS,8.465142857
AGA KHAN ACADEMY MOMBASA619187,"n/a ",KENYA,Enrl GPA,AGA KHAN ACADEMY MOMBASA,
AGA KHAN ACADEMY MOMBASA619187,"n/a ",KENYA,Adm GPA,AGA KHAN ACADEMY MOMBASA,3.952
AGA KHAN ACADEMY MOMBASA619187,"n/a ",KENYA,App GPA,AGA KHAN ACADEMY MOMBASA,7.669571429
AGBU MANOOGIAN-DEMIRDJIAN SCH050462,Canoga Park,Los Angeles,Enrl GPA,AGBU MANOOGIAN-DEMIRDJIAN SCH,89.202962511
AGBU MANOOGIAN-DEMIRDJIAN SCH050462,Canoga Park,Los Angeles,Adm GPA,AGBU MANOOGIAN-DEMIRDJIAN SCH,87.542514551
AGBU MANOOGIAN-DEMIRDJIAN SCH050462,Canoga Park,Los Angeles,App GPA,AGBU MANOOGIAN-DEMIRDJIAN SCH,89.380757208
AGBU VATCHE AND TAMAR MANOUKIAN HS054246,Pasadena,Los Angeles,Enrl GPA,AGBU VATCHE AND TAMAR MANOUKIAN HS,20.554166667
AGBU VATCHE AND TAMAR MANOUKIAN HS054246,Pasadena,Los Angeles,Adm GPA,AGBU VATCHE AND TAMAR MANOUKIAN HS,27.795538961
AGBU VATCHE AND TAMAR MANOUKIAN HS054246,Pasadena,Los Angeles,App GPA,AGBU VATCHE AND TAMAR MANOUKIAN HS,26.054011573
AGNES IRWIN SCHOOL395400,Bryn Mawr,Pennsylvania,Enrl GPA,AGNES IRWIN SCHOOL,
AGNES IRWIN SCHOOL395400,Bryn Mawr,Pennsylvania,Adm GPA,AGNES IRWIN SCHOOL,3.936
AGNES IRWIN SCHOOL395400,Bryn Mawr,Pennsylvania,App GPA,AGNES IRWIN SCHOOL,7.58475
AGNES IRWIN SCHOOL395400,Rosemont,Pennsylvania,Enrl GPA,AGNES IRWIN SCHOOL,
AGNES IRWIN SCHOOL395400,Rosemont,Pennsylvania,Adm GPA,AGNES IRWIN SCHOOL,
AGNES IRWIN SCHOOL395400,Rosemont,Pennsylvania,App GPA,AGNES IRWIN SCHOOL,3.378
AGOURA HIGH SCHOOL050003,Agoura Hills,Los Angeles,Enrl GPA,AGOURA HIGH SCHOOL,91.749236155
AGOURA HIGH SCHOOL050003,Agoura Hills,Los Angeles,Adm GPA,AGOURA HIGH SCHOOL,90.627730068
AGOURA HIGH SCHOOL050003,Agoura Hills,Los Angeles,App GPA,AGOURA HIGH SCHOOL,88.565264134
AHMEDABAD INTERNATIONAL SCHOOL671064,"n/a ",INDIA,Enrl GPA,AHMEDABAD INTERNATIONAL SCHOOL,
AHMEDABAD INTERNATIONAL SCHOOL671064,"n/a ",INDIA,Adm GPA,AHMEDABAD INTERNATIONAL SCHOOL,
AHMEDABAD INTERNATIONAL SCHOOL671064,"n/a ",INDIA,App GPA,AHMEDABAD INTERNATIONAL SCHOOL,3.718571429
AIEA HIGH SCHOOL120001,Aiea,Hawaii,Enrl GPA,AIEA HIGH SCHOOL,
AIEA HIGH SCHOOL120001,Aiea,Hawaii,Adm GPA,AIEA HIGH SCHOOL,4.182
AIEA HIGH SCHOOL120001,Aiea,Hawaii,App GPA,AIEA HIGH SCHOOL,30.406666667
AIGLON COLLEGE796120,"n/a ",SWITZERLAND,Enrl GPA,AIGLON COLLEGE,
AIGLON COLLEGE796120,"n/a ",SWITZERLAND,Adm GPA,AIGLON COLLEGE,7.589821429
AIGLON COLLEGE796120,"n/a ",SWITZERLAND,App GPA,AIGLON COLLEGE,10.979
AIR ACADEMY HIGH SCHOOL060266,Usaf Academy,Colorado,Enrl GPA,AIR ACADEMY HIGH SCHOOL,
AIR ACADEMY HIGH SCHOOL060266,Usaf Academy,Colorado,Adm GPA,AIR ACADEMY HIGH SCHOOL,28.292416667
AIR ACADEMY HIGH SCHOOL060266,Usaf Academy,Colorado,App GPA,AIR ACADEMY HIGH SCHOOL,43.293563659
AIR ACADEMY HIGH SCHOOL060266,Usafa,Colorado,Enrl GPA,AIR ACADEMY HIGH SCHOOL,
AIR ACADEMY HIGH SCHOOL060266,Usafa,Colorado,Adm GPA,AIR ACADEMY HIGH SCHOOL,
AIR ACADEMY HIGH SCHOOL060266,Usafa,Colorado,App GPA,AIR ACADEMY HIGH SCHOOL,3.941428571
AITCHISON COLLEGE690220,"n/a ",PAKISTAN,Enrl GPA,AITCHISON COLLEGE,3.945
AITCHISON COLLEGE690220,"n/a ",PAKISTAN,Adm GPA,AITCHISON COLLEGE,21.790207792
AITCHISON COLLEGE690220,"n/a ",PAKISTAN,App GPA,AITCHISON COLLEGE,35.200295198
AL ARQAM COLL PREPARATORY SCH054175,Sacramento,Sacramento,Enrl GPA,AL ARQAM COLL PREPARATORY SCH,8.433571429
AL ARQAM COLL PREPARATORY SCH054175,Sacramento,Sacramento,Adm GPA,AL ARQAM COLL PREPARATORY SCH,20.161492063
AL ARQAM COLL PREPARATORY SCH054175,Sacramento,Sacramento,App GPA,AL ARQAM COLL PREPARATORY SCH,19.974315934
AL MAHA ACADEMY632019,"n/a ",QATAR,Enrl GPA,AL MAHA ACADEMY,
AL MAHA ACADEMY632019,"n/a ",QATAR,Adm GPA,AL MAHA ACADEMY,
AL MAHA ACADEMY632019,"n/a ",QATAR,App GPA,AL MAHA ACADEMY,3.338
AL MAWAKEB SCHOOL697000,"n/a ",UNITED ARAB EMIRATES,Enrl GPA,AL MAWAKEB SCHOOL,
AL MAWAKEB SCHOOL697000,"n/a ",UNITED ARAB EMIRATES,Adm GPA,AL MAWAKEB SCHOOL,3.95
AL MAWAKEB SCHOOL697000,"n/a ",UNITED ARAB EMIRATES,App GPA,AL MAWAKEB SCHOOL,3.931428571
AL-BAYAN BILINGUAL SCHOOL683083,"n/a ",KUWAIT,Enrl GPA,AL-BAYAN BILINGUAL SCHOOL,3.885
AL-BAYAN BILINGUAL SCHOOL683083,"n/a ",KUWAIT,Adm GPA,AL-BAYAN BILINGUAL SCHOOL,11.544333333
AL-BAYAN BILINGUAL SCHOOL683083,"n/a ",KUWAIT,App GPA,AL-BAYAN BILINGUAL SCHOOL,22.333512821
ALABAMA SCHOOL OF MATH/SCIENCE011793,Mobile,Alabama,Enrl GPA,ALABAMA SCHOOL OF MATH/SCIENCE,
ALABAMA SCHOOL OF MATH/SCIENCE011793,Mobile,Alabama,Adm GPA,ALABAMA SCHOOL OF MATH/SCIENCE,
ALABAMA SCHOOL OF MATH/SCIENCE011793,Mobile,Alabama,App GPA,ALABAMA SCHOOL OF MATH/SCIENCE,3.936
ALABAMA990280,n/a,Alabama,Enrl GPA,ALABAMA,
ALABAMA990280,n/a,Alabama,Adm GPA,ALABAMA,
ALABAMA990280,n/a,Alabama,App GPA,ALABAMA,7.384871795
ALAIN LEROY LOCKE COLLEGE PREP054367,Los Angeles,Los Angeles,Enrl GPA,ALAIN LEROY LOCKE COLLEGE PREP,22.858789447
ALAIN LEROY LOCKE COLLEGE PREP054367,Los Angeles,Los Angeles,Adm GPA,ALAIN LEROY LOCKE COLLEGE PREP,22.558361590
ALAIN LEROY LOCKE COLLEGE PREP054367,Los Angeles,Los Angeles,App GPA,ALAIN LEROY LOCKE COLLEGE PREP,20.705587871
ALAMEDA COMMUNITY LEARNING CTR050011,Alameda,Alameda,Enrl GPA,ALAMEDA COMMUNITY LEARNING CTR,39.366184428
ALAMEDA COMMUNITY LEARNING CTR050011,Alameda,Alameda,Adm GPA,ALAMEDA COMMUNITY LEARNING CTR,58.839583950
ALAMEDA COMMUNITY LEARNING CTR050011,Alameda,Alameda,App GPA,ALAMEDA COMMUNITY LEARNING CTR,57.201338689
ALAMEDA HIGH SCHOOL050005,Alameda,Alameda,Enrl GPA,ALAMEDA HIGH SCHOOL,93.037295357
ALAMEDA HIGH SCHOOL050005,Alameda,Alameda,Adm GPA,ALAMEDA HIGH SCHOOL,92.296851795
ALAMEDA HIGH SCHOOL050005,Alameda,Alameda,App GPA,ALAMEDA HIGH SCHOOL,89.496706418
ALAMEDA SCIENCE & TECHLGY INST050029,Alameda,Alameda,Enrl GPA,ALAMEDA SCIENCE & TECHLGY INST,31.334951612
ALAMEDA SCIENCE & TECHLGY INST050029,Alameda,Alameda,Adm GPA,ALAMEDA SCIENCE & TECHLGY INST,34.692479731
ALAMEDA SCIENCE & TECHLGY INST050029,Alameda,Alameda,App GPA,ALAMEDA SCIENCE & TECHLGY INST,33.372651972
ALAMO HEIGHTS HIGH SCHOOL446120,San Antonio,Texas,Enrl GPA,ALAMO HEIGHTS HIGH SCHOOL,
ALAMO HEIGHTS HIGH SCHOOL446120,San Antonio,Texas,Adm GPA,ALAMO HEIGHTS HIGH SCHOOL,16.046785714
ALAMO HEIGHTS HIGH SCHOOL446120,San Antonio,Texas,App GPA,ALAMO HEIGHTS HIGH SCHOOL,56.695603472
ALAN B SHEPARD HIGH SCHOOL143356,Palos Heights,Illinois,Enrl GPA,ALAN B SHEPARD HIGH SCHOOL,
ALAN B SHEPARD HIGH SCHOOL143356,Palos Heights,Illinois,Adm GPA,ALAN B SHEPARD HIGH SCHOOL,
ALAN B SHEPARD HIGH SCHOOL143356,Palos Heights,Illinois,App GPA,ALAN B SHEPARD HIGH SCHOOL,3.502
ALAN C POPE HIGH SCHOOL111998,Marietta,Georgia,Enrl GPA,ALAN C POPE HIGH SCHOOL,
ALAN C POPE HIGH SCHOOL111998,Marietta,Georgia,Adm GPA,ALAN C POPE HIGH SCHOOL,
ALAN C POPE HIGH SCHOOL111998,Marietta,Georgia,App GPA,ALAN C POPE HIGH SCHOOL,15.134333333
ALASKA990281,n/a,Alaska,Enrl GPA,ALASKA,
ALASKA990281,n/a,Alaska,Adm GPA,ALASKA,
ALASKA990281,n/a,Alaska,App GPA,ALASKA,3.922
ALBANY ACADEMIES330035,Albany,New York,Enrl GPA,ALBANY ACADEMIES,
ALBANY ACADEMIES330035,Albany,New York,Adm GPA,ALBANY ACADEMIES,7.907142857
ALBANY ACADEMIES330035,Albany,New York,App GPA,ALBANY ACADEMIES,11.817023810
ALBANY HIGH SCHOOL050035,Albany,Alameda,Enrl GPA,ALBANY HIGH SCHOOL,90.199937315
ALBANY HIGH SCHOOL050035,Albany,Alameda,Adm GPA,ALBANY HIGH SCHOOL,90.285867229
ALBANY HIGH SCHOOL050035,Albany,Alameda,App GPA,ALBANY HIGH SCHOOL,87.519827798
ALBEMARLE HIGH SCHOOL470420,Charlottesville,Virginia,Enrl GPA,ALBEMARLE HIGH SCHOOL,
ALBEMARLE HIGH SCHOOL470420,Charlottesville,Virginia,Adm GPA,ALBEMARLE HIGH SCHOOL,4.2
ALBEMARLE HIGH SCHOOL470420,Charlottesville,Virginia,App GPA,ALBEMARLE HIGH SCHOOL,20.260412698
ALBERT EINSTEIN HIGH SCHOOL210677,Kensington,Maryland,Enrl GPA,ALBERT EINSTEIN HIGH SCHOOL,
ALBERT EINSTEIN HIGH SCHOOL210677,Kensington,Maryland,Adm GPA,ALBERT EINSTEIN HIGH SCHOOL,
ALBERT EINSTEIN HIGH SCHOOL210677,Kensington,Maryland,App GPA,ALBERT EINSTEIN HIGH SCHOOL,10.805535714
ALBERT EINSTEIN LETTER ART SCI054493,Valencia,Los Angeles,Enrl GPA,ALBERT EINSTEIN LETTER ART SCI,12.060526316
ALBERT EINSTEIN LETTER ART SCI054493,Valencia,Los Angeles,Adm GPA,ALBERT EINSTEIN LETTER ART SCI,15.756440217
ALBERT EINSTEIN LETTER ART SCI054493,Valencia,Los Angeles,App GPA,ALBERT EINSTEIN LETTER ART SCI,15.441931217
ALBERT SIDNEY JOHNSTON HS440293,Austin,Texas,Enrl GPA,ALBERT SIDNEY JOHNSTON HS,
ALBERT SIDNEY JOHNSTON HS440293,Austin,Texas,Adm GPA,ALBERT SIDNEY JOHNSTON HS,
ALBERT SIDNEY JOHNSTON HS440293,Austin,Texas,App GPA,ALBERT SIDNEY JOHNSTON HS,3.884
ALBUQUERQUE ACADEMY320003,Albuquerque,New Mexico,Enrl GPA,ALBUQUERQUE ACADEMY,14.953
ALBUQUERQUE ACADEMY320003,Albuquerque,New Mexico,Adm GPA,ALBUQUERQUE ACADEMY,92.648744877
ALBUQUERQUE ACADEMY320003,Albuquerque,New Mexico,App GPA,ALBUQUERQUE ACADEMY,89.216891754
ALBUQUERQUE HIGH SCHOOL320040,Albuquerque,New Mexico,Enrl GPA,ALBUQUERQUE HIGH SCHOOL,
ALBUQUERQUE HIGH SCHOOL320040,Albuquerque,New Mexico,Adm GPA,ALBUQUERQUE HIGH SCHOOL,16.269333333
ALBUQUERQUE HIGH SCHOOL320040,Albuquerque,New Mexico,App GPA,ALBUQUERQUE HIGH SCHOOL,43.505416667
ALEXANDER DAWSON SCHOOL060867,Lafayette,Colorado,Enrl GPA,ALEXANDER DAWSON SCHOOL,
ALEXANDER DAWSON SCHOOL060867,Lafayette,Colorado,Adm GPA,ALEXANDER DAWSON SCHOOL,7.686
ALEXANDER DAWSON SCHOOL060867,Lafayette,Colorado,App GPA,ALEXANDER DAWSON SCHOOL,21.815
ALEXANDER HAMILTON HIGH SCHOOL051525,Los Angeles,Los Angeles,Enrl GPA,ALEXANDER HAMILTON HIGH SCHOOL,89.236986084
ALEXANDER HAMILTON HIGH SCHOOL051525,Los Angeles,Los Angeles,Adm GPA,ALEXANDER HAMILTON HIGH SCHOOL,88.856344652
ALEXANDER HAMILTON HIGH SCHOOL051525,Los Angeles,Los Angeles,App GPA,ALEXANDER HAMILTON HIGH SCHOOL,84.218090705
ALEXANDER W DREYFOOS JR SCHOOL101822,West Palm Beach,Florida,Enrl GPA,ALEXANDER W DREYFOOS JR SCHOOL,
ALEXANDER W DREYFOOS JR SCHOOL101822,West Palm Beach,Florida,Adm GPA,ALEXANDER W DREYFOOS JR SCHOOL,20.447
ALEXANDER W DREYFOOS JR SCHOOL101822,West Palm Beach,Florida,App GPA,ALEXANDER W DREYFOOS JR SCHOOL,46.429252886
ALEXIS I DUPONT HIGH SCHOOL080155,Greenville,Delaware,Enrl GPA,ALEXIS I DUPONT HIGH SCHOOL,
ALEXIS I DUPONT HIGH SCHOOL080155,Greenville,Delaware,Adm GPA,ALEXIS I DUPONT HIGH SCHOOL,
ALEXIS I DUPONT HIGH SCHOOL080155,Greenville,Delaware,App GPA,ALEXIS I DUPONT HIGH SCHOOL,3.762
ALGONQUIN REGIONAL HIGH SCHOOL221630,Northborough,Massachusetts,Enrl GPA,ALGONQUIN REGIONAL HIGH SCHOOL,
ALGONQUIN REGIONAL HIGH SCHOOL221630,Northborough,Massachusetts,Adm GPA,ALGONQUIN REGIONAL HIGH SCHOOL,12.31
ALGONQUIN REGIONAL HIGH SCHOOL221630,Northborough,Massachusetts,App GPA,ALGONQUIN REGIONAL HIGH SCHOOL,19.225228938
ALHAMBRA HIGH SCHOOL050050,Alhambra,Los Angeles,Enrl GPA,ALHAMBRA HIGH SCHOOL,87.982622501
ALHAMBRA HIGH SCHOOL050050,Alhambra,Los Angeles,Adm GPA,ALHAMBRA HIGH SCHOOL,87.401155272
ALHAMBRA HIGH SCHOOL050050,Alhambra,Los Angeles,App GPA,ALHAMBRA HIGH SCHOOL,83.930585445
ALHAMBRA HIGH SCHOOL051915,Martinez,Contra Costa,Enrl GPA,ALHAMBRA HIGH SCHOOL,92.907073487
ALHAMBRA HIGH SCHOOL051915,Martinez,Contra Costa,Adm GPA,ALHAMBRA HIGH SCHOOL,91.342624897
ALHAMBRA HIGH SCHOOL051915,Martinez,Contra Costa,App GPA,ALHAMBRA HIGH SCHOOL,88.425058026
ALIEF EARLY COLLEGE HIGH SCH443299,Houston,Texas,Enrl GPA,ALIEF EARLY COLLEGE HIGH SCH,
ALIEF EARLY COLLEGE HIGH SCH443299,Houston,Texas,Adm GPA,ALIEF EARLY COLLEGE HIGH SCH,
ALIEF EARLY COLLEGE HIGH SCH443299,Houston,Texas,App GPA,ALIEF EARLY COLLEGE HIGH SCH,3.73
ALIEF HASTINGS HIGH SCHOOL440076,Houston,Texas,Enrl GPA,ALIEF HASTINGS HIGH SCHOOL,
ALIEF HASTINGS HIGH SCHOOL440076,Houston,Texas,Adm GPA,ALIEF HASTINGS HIGH SCHOOL,4.144
ALIEF HASTINGS HIGH SCHOOL440076,Houston,Texas,App GPA,ALIEF HASTINGS HIGH SCHOOL,27.843077922
ALIEF TAYLOR HIGH SCHOOL443536,Houston,Texas,Enrl GPA,ALIEF TAYLOR HIGH SCHOOL,
ALIEF TAYLOR HIGH SCHOOL443536,Houston,Texas,Adm GPA,ALIEF TAYLOR HIGH SCHOOL,
ALIEF TAYLOR HIGH SCHOOL443536,Houston,Texas,App GPA,ALIEF TAYLOR HIGH SCHOOL,3.94
ALISAL HIGH SCHOOL052742,Salinas,Monterey,Enrl GPA,ALISAL HIGH SCHOOL,83.825007053
ALISAL HIGH SCHOOL052742,Salinas,Monterey,Adm GPA,ALISAL HIGH SCHOOL,83.345828687
ALISAL HIGH SCHOOL052742,Salinas,Monterey,App GPA,ALISAL HIGH SCHOOL,82.369287781
ALISO NIGUEL HIGH SCHOOL050063,Aliso Viejo,Orange,Enrl GPA,ALISO NIGUEL HIGH SCHOOL,18.512886745
ALISO NIGUEL HIGH SCHOOL050063,Aliso Viejo,Orange,Adm GPA,ALISO NIGUEL HIGH SCHOOL,21.721005647
ALISO NIGUEL HIGH SCHOOL050063,Aliso Viejo,Orange,App GPA,ALISO NIGUEL HIGH SCHOOL,24.401238696
ALISO NIGUEL HIGH SCHOOL051324,Aliso,Orange,Enrl GPA,ALISO NIGUEL HIGH SCHOOL,3.796962025
ALISO NIGUEL HIGH SCHOOL051324,Aliso,Orange,Adm GPA,ALISO NIGUEL HIGH SCHOOL,3.781639344
ALISO NIGUEL HIGH SCHOOL051324,Aliso,Orange,App GPA,ALISO NIGUEL HIGH SCHOOL,3.647077922
ALISO NIGUEL HIGH SCHOOL051324,Aliso Viejo,Orange,Enrl GPA,ALISO NIGUEL HIGH SCHOOL,85.154319385
ALISO NIGUEL HIGH SCHOOL051324,Aliso Viejo,Orange,Adm GPA,ALISO NIGUEL HIGH SCHOOL,84.207142728
ALISO NIGUEL HIGH SCHOOL051324,Aliso Viejo,Orange,App GPA,ALISO NIGUEL HIGH SCHOOL,81.836815220
ALL SAINTS ACADEMY101892,Winter Haven,Florida,Enrl GPA,ALL SAINTS ACADEMY,
ALL SAINTS ACADEMY101892,Winter Haven,Florida,Adm GPA,ALL SAINTS ACADEMY,7.7835
ALL SAINTS ACADEMY101892,Winter Haven,Florida,App GPA,ALL SAINTS ACADEMY,11.284194444
ALL SAINTS EPISCOPAL SCHOOL442498,Fort Worth,Texas,Enrl GPA,ALL SAINTS EPISCOPAL SCHOOL,
ALL SAINTS EPISCOPAL SCHOOL442498,Fort Worth,Texas,Adm GPA,ALL SAINTS EPISCOPAL SCHOOL,
ALL SAINTS EPISCOPAL SCHOOL442498,Fort Worth,Texas,App GPA,ALL SAINTS EPISCOPAL SCHOOL,7.848333333
ALLATOONA HIGH SCHOOL110057,Acworth,Georgia,Enrl GPA,ALLATOONA HIGH SCHOOL,
ALLATOONA HIGH SCHOOL110057,Acworth,Georgia,Adm GPA,ALLATOONA HIGH SCHOOL,
ALLATOONA HIGH SCHOOL110057,Acworth,Georgia,App GPA,ALLATOONA HIGH SCHOOL,3.956666667
ALLEN ACADEMY440945,Bryan,Texas,Enrl GPA,ALLEN ACADEMY,
ALLEN ACADEMY440945,Bryan,Texas,Adm GPA,ALLEN ACADEMY,7.972
ALLEN ACADEMY440945,Bryan,Texas,App GPA,ALLEN ACADEMY,7.869142857
ALLEN D NEASE HIGH SCHOOL100729,Ponte Vedra,Florida,Enrl GPA,ALLEN D NEASE HIGH SCHOOL,
ALLEN D NEASE HIGH SCHOOL100729,Ponte Vedra,Florida,Adm GPA,ALLEN D NEASE HIGH SCHOOL,3.826
ALLEN D NEASE HIGH SCHOOL100729,Ponte Vedra,Florida,App GPA,ALLEN D NEASE HIGH SCHOOL,15.016
ALLEN HIGH SCHOOL440077,Allen,Texas,Enrl GPA,ALLEN HIGH SCHOOL,3.974
ALLEN HIGH SCHOOL440077,Allen,Texas,Adm GPA,ALLEN HIGH SCHOOL,28.182890332
ALLEN HIGH SCHOOL440077,Allen,Texas,App GPA,ALLEN HIGH SCHOOL,34.899556067
ALLENDALE COLUMBIA SCHOOL334785,Rochester,New York,Enrl GPA,ALLENDALE COLUMBIA SCHOOL,
ALLENDALE COLUMBIA SCHOOL334785,Rochester,New York,Adm GPA,ALLENDALE COLUMBIA SCHOOL,4.154
ALLENDALE COLUMBIA SCHOOL334785,Rochester,New York,App GPA,ALLENDALE COLUMBIA SCHOOL,11.772
ALLENTOWN CENTRAL CATHOLIC HS390025,Allentown,Pennsylvania,Enrl GPA,ALLENTOWN CENTRAL CATHOLIC HS,
ALLENTOWN CENTRAL CATHOLIC HS390025,Allentown,Pennsylvania,Adm GPA,ALLENTOWN CENTRAL CATHOLIC HS,
ALLENTOWN CENTRAL CATHOLIC HS390025,Allentown,Pennsylvania,App GPA,ALLENTOWN CENTRAL CATHOLIC HS,3.6275
ALLIANCE CINDY/BILL SIMON TECH051804,Los Angeles,Los Angeles,Enrl GPA,ALLIANCE CINDY/BILL SIMON TECH,7.824166667
ALLIANCE CINDY/BILL SIMON TECH051804,Los Angeles,Los Angeles,Adm GPA,ALLIANCE CINDY/BILL SIMON TECH,11.733174342
ALLIANCE CINDY/BILL SIMON TECH051804,Los Angeles,Los Angeles,App GPA,ALLIANCE CINDY/BILL SIMON TECH,14.301866472
ALLIANCE COLLEGE-READY ACD #7054196,Los Angeles,Los Angeles,Enrl GPA,ALLIANCE COLLEGE-READY ACD #7,3.868
ALLIANCE COLLEGE-READY ACD #7054196,Los Angeles,Los Angeles,Adm GPA,ALLIANCE COLLEGE-READY ACD #7,3.78
ALLIANCE COLLEGE-READY ACD #7054196,Los Angeles,Los Angeles,App GPA,ALLIANCE COLLEGE-READY ACD #7,6.702860412
ALLIANCE COLLINS FAMILY COLRDY054118,Huntington Park,Los Angeles,Enrl GPA,ALLIANCE COLLINS FAMILY COLRDY,34.215867100
ALLIANCE COLLINS FAMILY COLRDY054118,Huntington Park,Los Angeles,Adm GPA,ALLIANCE COLLINS FAMILY COLRDY,33.744280491
ALLIANCE COLLINS FAMILY COLRDY054118,Huntington Park,Los Angeles,App GPA,ALLIANCE COLLINS FAMILY COLRDY,31.840345832
ALLIANCE DR OLGA MOHAN HIGH SC051779,Los Angeles,Los Angeles,Enrl GPA,ALLIANCE DR OLGA MOHAN HIGH SC,29.658802521
ALLIANCE DR OLGA MOHAN HIGH SC051779,Los Angeles,Los Angeles,Adm GPA,ALLIANCE DR OLGA MOHAN HIGH SC,29.058426169
ALLIANCE DR OLGA MOHAN HIGH SC051779,Los Angeles,Los Angeles,App GPA,ALLIANCE DR OLGA MOHAN HIGH SC,28.164848011
ALLIANCE GERTZ-RESSLER HIGH SC053983,Los Angeles,Los Angeles,Enrl GPA,ALLIANCE GERTZ-RESSLER HIGH SC,34.861209596
ALLIANCE GERTZ-RESSLER HIGH SC053983,Los Angeles,Los Angeles,Adm GPA,ALLIANCE GERTZ-RESSLER HIGH SC,35.226288036
ALLIANCE GERTZ-RESSLER HIGH SC053983,Los Angeles,Los Angeles,App GPA,ALLIANCE GERTZ-RESSLER HIGH SC,33.447993255
ALLIANCE HIGH SCHOOL619330,"n/a ",KENYA,Enrl GPA,ALLIANCE HIGH SCHOOL,
ALLIANCE HIGH SCHOOL619330,"n/a ",KENYA,Adm GPA,ALLIANCE HIGH SCHOOL,
ALLIANCE HIGH SCHOOL619330,"n/a ",KENYA,App GPA,ALLIANCE HIGH SCHOOL,3.944
ALLIANCE JUDY BURTON TECH ACAD054088,Los Angeles,Los Angeles,Enrl GPA,ALLIANCE JUDY BURTON TECH ACAD,25.401470588
ALLIANCE JUDY BURTON TECH ACAD054088,Los Angeles,Los Angeles,Adm GPA,ALLIANCE JUDY BURTON TECH ACAD,31.761729083
ALLIANCE JUDY BURTON TECH ACAD054088,Los Angeles,Los Angeles,App GPA,ALLIANCE JUDY BURTON TECH ACAD,30.261332636
ALLIANCE LEICHTMAN-LEVINE ESHS054360,Los Angeles,Los Angeles,Enrl GPA,ALLIANCE LEICHTMAN-LEVINE ESHS,17.594183179
ALLIANCE LEICHTMAN-LEVINE ESHS054360,Los Angeles,Los Angeles,Adm GPA,ALLIANCE LEICHTMAN-LEVINE ESHS,18.061271620
ALLIANCE LEICHTMAN-LEVINE ESHS054360,Los Angeles,Los Angeles,App GPA,ALLIANCE LEICHTMAN-LEVINE ESHS,17.030713982
