cds,rtype,sname,dname,cname,enroll12,NumTstTakr,AvgScrRead,AvgScrMath,AvgScrWrit,NumGE1500,PctGE1500,year
44697994430229,S,Pacific Coast Charter,Pajaro Valley Unified,Santa Cruz,67,5,*,*,*,*,*,1516
44697994430518,S,Aptos High,Pajaro Valley Unified,Santa Cruz,297,128,540,542,531,88,68.75,1516
44697994437901,S,Watsonville High,Pajaro Valley Unified,Santa Cruz,405,143,415,435,414,30,20.98,1516
44698070000000,D,,San Lorenzo Valley Unified,Santa Cruz,249,97,537,521,528,60,61.86,1516
44698070110007,S,Ocean Grove Charter,San Lorenzo Valley Unified,Santa Cruz,74,14,*,*,*,*,*,1516
44698074430179,S,SLVUSD Charter,San Lorenzo Valley Unified,Santa Cruz,19,3,*,*,*,*,*,1516
44698074436754,S,San Lorenzo Valley High,San Lorenzo Valley Unified,Santa Cruz,155,80,531,520,524,47,58.75,1516
44698230000000,D,,Santa Cruz City High,Santa Cruz,872,357,538,540,525,229,64.15,1516
44698234430096,S,Ark Independent Studies,Santa Cruz City High,Santa Cruz,30,0,NA,NA,NA,NA,NA,1516
44698234430187,S,Delta Charter,Santa Cruz City High,Santa Cruz,57,1,*,*,*,*,*,1516
44698234430195,S,Alternative Family Education,Santa Cruz City High,Santa Cruz,21,0,NA,NA,NA,NA,NA,1516
44698234432340,S,Harbor High,Santa Cruz City High,Santa Cruz,266,117,524,532,507,69,58.97,1516
44698234437109,S,Santa Cruz High,Santa Cruz City High,Santa Cruz,224,126,557,567,542,91,72.22,1516
44698234437406,S,Soquel High,Santa Cruz City High,Santa Cruz,220,113,529,518,524,68,60.18,1516
44754320000000,D,,Scotts Valley Unified,Santa Cruz,194,97,545,557,543,72,74.23,1516
44754324430211,S,Scotts Valley High,Scotts Valley Unified,Santa Cruz,194,97,545,557,543,72,74.23,1516
45000000000000,C,,,Shasta,2139,503,532,527,509,286,56.86,1516
45104540000000,D,,Shasta County Office of Education,Shasta,69,0,NA,NA,NA,NA,NA,1516
45104540132647,S,Shasta County Independent Study Charter,Shasta County Office of Education,Shasta,56,0,NA,NA,NA,NA,NA,1516
45698560000000,D,,Anderson Union High,Shasta,460,120,502,494,468,54,45.00,1516
45698564530028,S,West Valley High,Anderson Union High,Shasta,190,58,509,501,475,29,50.00,1516
45698564530051,S,Oakview High (Alternative),Anderson Union High,Shasta,39,0,NA,NA,NA,NA,NA,1516
45698564530333,S,Anderson New Technology High,Anderson Union High,Shasta,34,11,*,*,*,*,*,1516
45698564530804,S,Anderson High,Anderson Union High,Shasta,171,51,482,474,456,16,31.37,1516
45699890000000,D,,Fall River Joint Unified,Shasta,70,18,503,512,492,6,33.33,1516
45699894531000,S,Burney Junior-Senior High,Fall River Joint Unified,Shasta,28,6,*,*,*,*,*,1516
45699894533600,S,Fall River Junior-Senior High,Fall River Joint Unified,Shasta,31,12,*,*,*,*,*,1516
45701100000000,D,,Redding Elementary,Shasta,19,5,*,*,*,*,*,1516
45701104530341,S,Stellar Secondary Charter High,Redding Elementary,Shasta,19,5,*,*,*,*,*,1516
45701360000000,D,,Shasta Union High,Shasta,1254,335,546,544,527,213,63.58,1516
45701360106013,S,University Preparatory,Shasta Union High,Shasta,104,69,592,571,560,55,79.71,1516
45701364530044,S,Foothill High,Shasta Union High,Shasta,293,94,525,537,509,53,56.38,1516
45701364530267,S,Shasta Charter Academy,Shasta Union High,Shasta,75,7,*,*,*,*,*,1516
45701364530309,S,North State Independence High,Shasta Union High,Shasta,65,0,NA,NA,NA,NA,NA,1516
45701364532750,S,Enterprise High,Shasta Union High,Shasta,270,60,517,523,495,31,51.67,1516
45701364537304,S,Shasta High,Shasta Union High,Shasta,322,105,551,549,539,71,67.62,1516
45752670000000,D,,Gateway Unified,Shasta,259,25,511,468,486,10,40.00,1516
45752670120170,S,Academy of Personalized Learning,Gateway Unified,Shasta,60,1,*,*,*,*,*,1516
45752674530101,S,Gateway Educational Options,Gateway Unified,Shasta,17,0,NA,NA,NA,NA,NA,1516
45752674531901,S,Central Valley High,Gateway Unified,Shasta,152,24,516,468,488,10,41.67,1516
46000000000000,C,,,Sierra,34,13,*,*,*,*,*,1516
46701770000000,D,,Sierra-Plumas Joint Unified,Sierra,34,13,*,*,*,*,*,1516
46701774634259,S,Loyalton High,Sierra-Plumas Joint Unified,Sierra,24,13,*,*,*,*,*,1516
47000000000000,C,,,Siskiyou,441,150,507,506,477,69,46.00,1516
47104700000000,D,,Siskiyou County Office of Education,Siskiyou,41,7,*,*,*,*,*,1516
47104700117168,S,Golden Eagle Charter,Siskiyou County Office of Education,Siskiyou,29,7,*,*,*,*,*,1516
47702500000000,D,,Dunsmuir Joint Union High,Siskiyou,21,4,*,*,*,*,*,1516
47702504732707,S,Dunsmuir High,Dunsmuir Joint Union High,Siskiyou,21,4,*,*,*,*,*,1516
47704660000000,D,,Siskiyou Union High,Siskiyou,147,42,525,505,494,21,50.00,1516
47704664734356,S,Happy Camp High,Siskiyou Union High,Siskiyou,14,8,*,*,*,*,*,1516
47704664735403,S,Mt. Shasta High,Siskiyou Union High,Siskiyou,80,27,547,514,513,17,62.96,1516
47704664738753,S,Weed High,Siskiyou Union High,Siskiyou,38,7,*,*,*,*,*,1516
47705160000000,D,,Yreka Union High,Siskiyou,163,72,499,507,467,31,43.06,1516
47705164739207,S,Yreka High,Yreka Union High,Siskiyou,153,72,499,507,467,31,43.06,1516
47736840000000,D,,Butte Valley Unified,Siskiyou,23,3,*,*,*,*,*,1516
47736844731253,S,Butte Valley High,Butte Valley Unified,Siskiyou,23,3,*,*,*,*,*,1516
47764550000000,D,,Scott Valley Unified,Siskiyou,46,22,473,490,452,8,36.36,1516
47764554733309,S,Etna Union High,Scott Valley Unified,Siskiyou,44,22,473,490,452,8,36.36,1516
48000000000000,C,,,Solano,4799,1818,487,496,477,809,44.50,1516
48104880000000,D,,Solano County Office of Education,Solano,65,0,NA,NA,NA,NA,NA,1516
48705240000000,D,,Benicia Unified,Solano,429,174,541,563,530,121,69.54,1516
48705244831004,S,Benicia High,Benicia Unified,Solano,379,174,541,563,530,121,69.54,1516
48705320000000,D,,Dixon Unified,Solano,282,116,473,504,466,49,42.24,1516
48705324832259,S,Dixon High,Dixon Unified,Solano,230,116,473,504,466,49,42.24,1516
48705400000000,D,,Fairfield-Suisun Unified,Solano,1594,566,480,494,475,238,42.05,1516
48705404830170,S,Angelo Rodriguez High,Fairfield-Suisun Unified,Solano,463,233,483,487,479,93,39.91,1516
48705404830451,S,Armijo High,Fairfield-Suisun Unified,Solano,556,236,493,522,488,122,51.69,1516
48705404833000,S,Fairfield High,Fairfield-Suisun Unified,Solano,267,97,443,443,432,23,23.71,1516
48705650000000,D,,Travis Unified,Solano,422,209,495,490,478,86,41.15,1516
48705654838801,S,Vanden High,Travis Unified,Solano,382,209,495,490,478,86,41.15,1516
48705730000000,D,,Vacaville Unified,Solano,970,414,502,509,491,225,54.35,1516
48705734830089,S,Will C. Wood High,Vacaville Unified,Solano,365,138,495,509,473,69,50.00,1516
48705734830113,S,Elise P. Buckingham Charter Magnet High,Vacaville Unified,Solano,110,59,519,502,509,36,61.02,1516
48705734837803,S,Vacaville High,Vacaville Unified,Solano,446,217,502,512,497,120,55.30,1516
48705810000000,D,,Vallejo City Unified,Solano,1037,339,451,450,437,90,26.55,1516
48705814830147,S,Jesse M. Bethel High,Vallejo City Unified,Solano,419,182,462,464,447,58,31.87,1516
48705814830196,S,MIT Academy,Vallejo City Unified,Solano,68,0,NA,NA,NA,NA,NA,1516
48705814838504,S,Vallejo High,Vallejo City Unified,Solano,381,103,435,428,419,22,21.36,1516
48705816116255,S,Mare Island Technology Academy,Vallejo City Unified,Solano,0,54,446,444,436,10,18.52,1516
49000000000000,C,,,Sonoma,5316,1909,517,524,509,1084,56.78,1516
49104960000000,D,,Sonoma County Office of Education,Sonoma,83,0,NA,NA,NA,NA,NA,1516
49706070000000,D,,West Sonoma County Union High,Sonoma,514,210,552,557,542,152,72.38,1516
49706074930400,S,Analy High,West Sonoma County Union High,Sonoma,324,157,558,563,553,115,73.25,1516
49706074931507,S,El Molino High,West Sonoma County Union High,Sonoma,140,53,532,537,508,37,69.81,1516
49706560000000,D,,Cloverdale Unified,Sonoma,107,30,475,484,478,14,46.67,1516
49706564930855,S,Cloverdale High,Cloverdale Unified,Sonoma,92,30,475,484,478,14,46.67,1516
49707060000000,D,,Geyserville Unified,Sonoma,22,0,NA,NA,NA,NA,NA,1516
49707060129981,S,Geyserville New Tech Academy,Geyserville Unified,Sonoma,18,0,NA,NA,NA,NA,NA,1516
49707300000000,D,,Harmony Union Elementary,Sonoma,53,9,*,*,*,*,*,1516
49707306120588,S,Pathways Charter,Harmony Union Elementary,Sonoma,53,9,*,*,*,*,*,1516
49707970000000,D,,Liberty Elementary,Sonoma,65,4,*,*,*,*,*,1516
49707970107284,S,California Virtual Academy @ Sonoma,Liberty Elementary,Sonoma,65,4,*,*,*,*,*,1516
49708390000000,D,,Oak Grove Union Elementary,Sonoma,35,0,NA,NA,NA,NA,NA,1516
49708390120584,S,Pivot Online Charter - North Bay,Oak Grove Union Elementary,Sonoma,35,0,NA,NA,NA,NA,NA,1516
49708620000000,D,,Petaluma Joint Union High,Sonoma,851,387,511,523,505,217,56.07,1516
49708620128157,S,Gateway to College Academy,Petaluma Joint Union High,Sonoma,43,0,NA,NA,NA,NA,NA,1516
49708624930012,S,Casa Grande High,Petaluma Joint Union High,Sonoma,395,217,505,515,500,117,53.92,1516
49708624930236,S,Valley Oaks High (Alternative),Petaluma Joint Union High,Sonoma,19,2,*,*,*,*,*,1516
49708624935151,S,Petaluma High,Petaluma Joint Union High,Sonoma,306,168,521,533,514,100,59.52,1516
49708700000000,D,,Piner-Olivet Union Elementary,Sonoma,15,0,NA,NA,NA,NA,NA,1516
49708700106344,S,Northwest Prep Charter,Piner-Olivet Union Elementary,Sonoma,15,0,NA,NA,NA,NA,NA,1516
49709040000000,D,,Roseland,Sonoma,108,94,416,408,424,8,8.51,1516
49709040101923,S,Roseland Charter,Roseland,Sonoma,108,94,416,408,424,8,8.51,1516
49709200000000,D,,Santa Rosa High,Sonoma,2041,642,535,550,525,425,66.20,1516
49709200108811,S,Abraxis Charter,Santa Rosa High,Sonoma,16,0,NA,NA,NA,NA,NA,1516
49709204930160,S,Elsie Allen High,Santa Rosa High,Sonoma,211,55,450,453,448,15,27.27,1516
49709204930244,S,Maria Carrillo High,Santa Rosa High,Sonoma,406,209,572,593,560,173,82.78,1516
49709204934154,S,Montgomery High,Santa Rosa High,Sonoma,399,147,528,559,524,94,63.95,1516
49709204935292,S,Piner High,Santa Rosa High,Sonoma,221,72,483,495,463,26,36.11,1516
49709204935607,S,Ridgway High (Continuation),Santa Rosa High,Sonoma,208,1,*,*,*,*,*,1516
49709204936803,S,Santa Rosa High,Santa Rosa High,Sonoma,457,158,546,546,538,117,74.05,1516
49709530000000,D,,Sonoma Valley Unified,Sonoma,289,118,487,494,486,54,45.76,1516
49709534937256,S,Sonoma Valley High,Sonoma Valley Unified,Sonoma,271,118,487,494,486,54,45.76,1516
49709610000000,D,,Twin Hills Union Elementary,Sonoma,19,6,*,*,*,*,*,1516
49709614930319,S,Orchard View,Twin Hills Union Elementary,Sonoma,19,6,*,*,*,*,*,1516
49738820000000,D,,Cotati-Rohnert Park Unified,Sonoma,485,151,509,519,500,75,49.67,1516
49738820123786,S,Credo High,Cotati-Rohnert Park Unified,Sonoma,26,0,NA,NA,NA,NA,NA,1516
49738820127092,S,Academy of Arts and Sciences: Sonoma,Cotati-Rohnert Park Unified,Sonoma,19,1,*,*,*,*,*,1516
49738824930384,S,Technology High,Cotati-Rohnert Park Unified,Sonoma,70,45,563,591,555,38,84.44,1516
49738824935482,S,Rancho Cotate High,Cotati-Rohnert Park Unified,Sonoma,332,105,486,489,477,37,35.24,1516
49753580000000,D,,Windsor Unified,Sonoma,473,194,522,502,503,102,52.58,1516
49753584930228,S,Windsor High,Windsor Unified,Sonoma,421,194,522,502,503,102,52.58,1516
49753900000000,D,,Healdsburg Unified,Sonoma,151,64,497,496,488,28,43.75,1516
49753904932554,S,Healdsburg High,Healdsburg Unified,Sonoma,143,64,497,496,488,28,43.75,1516
50000000000000,C,,,Stanislaus,8403,2789,477,477,464,1007,36.11,1516
50105040000000,D,,Stanislaus County Office of Education,Stanislaus,633,16,533,502,470,6,37.50,1516
50105040129023,S,Stanislaus Alternative Charter,Stanislaus County Office of Education,Stanislaus,378,0,NA,NA,NA,NA,NA,1516
50105045030234,S,Valley Charter High,Stanislaus County Office of Education,Stanislaus,36,16,533,502,470,6,37.50,1516
50710430000000,D,,Ceres Unified,Stanislaus,1004,385,446,442,436,85,22.08,1516
50710430107136,S,Whitmore Charter High,Ceres Unified,Stanislaus,17,5,*,*,*,*,*,1516
50710430108076,S,Central Valley High,Ceres Unified,Stanislaus,428,216,436,428,426,36,16.67,1516
50710435030168,S,Endeavor Alternative,Ceres Unified,Stanislaus,83,0,NA,NA,NA,NA,NA,1516
50710435030879,S,Ceres High,Ceres Unified,Stanislaus,381,164,455,457,446,46,28.05,1516
50710680000000,D,,Denair Unified,Stanislaus,159,29,502,486,492,11,37.93,1516
50710685030267,S,Denair Charter Academy,Denair Unified,Stanislaus,91,0,NA,NA,NA,NA,NA,1516
50710685031521,S,Denair High,Denair Unified,Stanislaus,67,29,502,486,492,11,37.93,1516
50710920000000,D,,Hart-Ransom Union Elementary,Stanislaus,9,6,*,*,*,*,*,1516
50710926112965,S,Hart-Ransom Academic Charter,Hart-Ransom Union Elementary,Stanislaus,9,6,*,*,*,*,*,1516
50711340000000,D,,Keyes Union,Stanislaus,21,3,*,*,*,*,*,1516
50711346113286,S,Keyes to Learning Charter,Keyes Union,Stanislaus,21,3,*,*,*,*,*,1516
50711750000000,D,,Modesto City High,Stanislaus,3590,1233,485,486,471,497,40.31,1516
50711750110593,S,James C. Enochs High,Modesto City High,Stanislaus,601,262,503,512,491,128,48.85,1516
50711750120212,S,Aspire Vanguard College Preparatory Academy,Modesto City High,Stanislaus,23,16,463,464,451,3,18.75,1516
50711750121129,S,Joseph A. Gregori High,Modesto City High,Stanislaus,516,215,484,479,467,82,38.14,1516
50711755030010,S,Fred C. Beyer High,Modesto City High,Stanislaus,423,120,506,502,485,58,48.33,1516
50711755030135,S,Peter Johansen High,Modesto City High,Stanislaus,378,106,458,453,443,32,30.19,1516
50711755031380,S,Grace M. Davis High,Modesto City High,Stanislaus,344,94,442,430,423,18,19.15,1516
50711755031802,S,Thomas Downey High,Modesto City High,Stanislaus,417,151,477,490,458,58,38.41,1516
50711755034905,S,Modesto High,Modesto City High,Stanislaus,563,269,491,491,486,118,43.87,1516
50712170000000,D,,Patterson Joint Unified,Stanislaus,484,184,439,440,434,41,22.28,1516
50712170133124,S,Open Valley Independent Study,Patterson Joint Unified,Stanislaus,22,0,NA,NA,NA,NA,NA,1516
50712175036256,S,Patterson High,Patterson Joint Unified,Stanislaus,366,184,439,440,434,41,22.28,1516
50736010000000,D,,Newman-Crows Landing Unified,Stanislaus,205,71,439,430,429,13,18.31,1516
50736015035902,S,Orestimba High,Newman-Crows Landing Unified,Stanislaus,182,71,439,430,429,13,18.31,1516
50755490000000,D,,Hughson Unified,Stanislaus,168,74,495,494,487,34,45.95,1516
50755495032651,S,Hughson High,Hughson Unified,Stanislaus,157,74,495,494,487,34,45.95,1516
50755560000000,D,,Riverbank Unified,Stanislaus,204,81,435,454,432,17,20.99,1516
50755565036850,S,Riverbank High,Riverbank Unified,Stanislaus,164,81,435,454,432,17,20.99,1516
50755640000000,D,,Oakdale Joint Unified,Stanislaus,458,188,498,500,479,79,42.02,1516
50755645030176,S,Oakdale Charter,Oakdale Joint Unified,Stanislaus,16,2,*,*,*,*,*,1516
50755645035654,S,Oakdale High,Oakdale Joint Unified,Stanislaus,381,186,498,502,480,79,42.47,1516
50755720000000,D,,Waterford Unified,Stanislaus,332,81,497,494,474,33,40.74,1516
50755725030259,S,Waterford High,Waterford Unified,Stanislaus,139,45,458,453,435,11,24.44,1516
50755725030317,S,Connecting Waters Charter,Waterford Unified,Stanislaus,173,36,546,546,524,22,61.11,1516
50757390000000,D,,Turlock Unified,Stanislaus,1136,438,491,492,480,184,42.01,1516
50757390124669,S,eCademy Charter at Crane,Turlock Unified,Stanislaus,33,0,NA,NA,NA,NA,NA,1516
50757390131185,S,Fusion Charter,Turlock Unified,Stanislaus,27,0,NA,NA,NA,NA,NA,1516
50757395030283,S,John H. Pitman High,Turlock Unified,Stanislaus,484,234,488,489,482,97,41.45,1516
50757395037700,S,Turlock High,Turlock Unified,Stanislaus,471,204,493,497,477,87,42.65,1516
51000000000000,C,,,Sutter,1575,478,485,496,475,206,43.10,1516
51105120000000,D,,Sutter County Office of Education,Sutter,109,0,NA,NA,NA,NA,NA,1516
51713730000000,D,,East Nicolaus Joint Union High,Sutter,64,26,497,506,475,13,50.00,1516
51713735132758,S,East Nicolaus High,East Nicolaus Joint Union High,Sutter,64,26,497,506,475,13,50.00,1516
51713990000000,D,,Live Oak Unified,Sutter,127,55,464,467,458,18,32.73,1516
51713995135256,S,Live Oak High,Live Oak Unified,Sutter,108,55,464,467,458,18,32.73,1516
51714070000000,D,,Marcum-Illinois Union Elementary,Sutter,106,20,533,490,501,12,60.00,1516
51714070109793,S,South Sutter Charter,Marcum-Illinois Union Elementary,Sutter,106,20,533,490,501,12,60.00,1516
51714150000000,D,,Meridian Elementary,Sutter,80,0,NA,NA,NA,NA,NA,1516
51714150129007,S,California Virtual Academy @ Sutter,Meridian Elementary,Sutter,75,0,NA,NA,NA,NA,NA,1516
51714490000000,D,,Sutter Union High,Sutter,147,63,487,503,481,28,44.44,1516
51714495137500,S,Sutter High,Sutter Union High,Sutter,138,63,487,503,481,28,44.44,1516
51714640000000,D,,Yuba City Unified,Sutter,940,314,484,499,474,135,42.99,1516
51714640107722,S,River Valley High,Yuba City Unified,Sutter,398,169,491,507,483,79,46.75,1516
51714645130018,S,Albert Powell Continuation,Yuba City Unified,Sutter,94,1,*,*,*,*,*,1516
51714645130075,S,Yuba City Independence Academy,Yuba City Unified,Sutter,44,0,NA,NA,NA,NA,NA,1516
51714645130125,S,Yuba City Charter,Yuba City Unified,Sutter,22,0,NA,NA,NA,NA,NA,1516
51714645139001,S,Yuba City High,Yuba City Unified,Sutter,380,144,475,491,465,56,38.89,1516
52000000000000,C,,,Tehama,672,143,487,504,465,59,41.26,1516
52105200000000,D,,Tehama County Department of Education,Tehama,26,0,NA,NA,NA,NA,NA,1516
52105206119671,S,Tehama eLearning Academy,Tehama County Department of Education,Tehama,23,0,NA,NA,NA,NA,NA,1516
52715060000000,D,,Corning Union High,Tehama,221,55,468,486,450,17,30.91,1516
52715065231709,S,Corning High,Corning Union High,Tehama,189,55,468,486,450,17,30.91,1516
52715710000000,D,,Los Molinos Unified,Tehama,39,9,*,*,*,*,*,1516
52715715235106,S,Los Molinos High,Los Molinos Unified,Tehama,39,9,*,*,*,*,*,1516
52716390000000,D,,Red Bluff Joint Union High,Tehama,386,79,509,530,486,42,53.16,1516
52716395237201,S,Red Bluff High,Red Bluff Joint Union High,Tehama,331,79,509,530,486,42,53.16,1516
53000000000000,C,,,Trinity,107,31,506,504,474,16,51.61,1516
53750280000000,D,,Mountain Valley Unified,Trinity,25,10,*,*,*,*,*,1516
53750285337407,S,Hayfork High,Mountain Valley Unified,Trinity,22,10,*,*,*,*,*,1516
53765130000000,D,,Trinity Alps Unified,Trinity,75,21,514,507,481,13,61.90,1516
53765135337456,S,Trinity High,Trinity Alps Unified,Trinity,73,21,514,507,481,13,61.90,1516
54000000000000,C,,,Tulare,7176,2294,450,452,442,614,26.77,1516
54105460000000,D,,Tulare County Office of Education,Tulare,266,36,508,452,493,16,44.44,1516
